gene_id	go_id	evidence	qualifier	go_term
7430	GO:1902966	IGI	involved_in	positive regulation of protein localization to early endosome
7430	GO:1903364	IGI	involved_in	positive regulation of cellular protein catabolic process
7430	GO:1903753	IMP	involved_in	negative regulation of p38MAPK cascade
7430	GO:2000643	IGI	involved_in	positive regulation of early endosome to late endosome transport
7430	GO:2000643	IMP	involved_in	positive regulation of early endosome to late endosome transport
7431	GO:0032967	IMP	involved_in	positive regulation of collagen biosynthetic process
7431	GO:0043488	IMP	involved_in	regulation of mRNA stability
7431	GO:0045727	IMP	involved_in	positive regulation of translation
7431	GO:0071222	IMP	involved_in	cellular response to lipopolysaccharide
7431	GO:0071225	IMP	involved_in	cellular response to muramyl dipeptide
7432	GO:0007189	IDA	involved_in	adenylate cyclase-activating G protein-coupled receptor signaling pathway
7432	GO:0032880	IDA	involved_in	regulation of protein localization
7432	GO:0045732	IDA	involved_in	positive regulation of protein catabolic process
7433	GO:0007187	IDA	involved_in	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger
7436	GO:0006898	IDA	involved_in	receptor-mediated endocytosis
7436	GO:0034436	IDA	involved_in	glycoprotein transport
7436	GO:0034447	IDA	involved_in	very-low-density lipoprotein particle clearance
7439	GO:0006821	IDA	acts_upstream_of_or_within	chloride transport
7439	GO:0030321	IDA	involved_in	transepithelial chloride transport
7442	GO:0034605	IDA	involved_in	cellular response to heat
7442	GO:0050955	IDA	acts_upstream_of_or_within	thermoception
7442	GO:0071468	IDA	involved_in	cellular response to acidic pH
7442	GO:0098703	IDA	involved_in	calcium ion import across plasma membrane
7442	GO:1901594	IMP	involved_in	response to capsazepine
7443	GO:0006974	IDA	involved_in	cellular response to DNA damage stimulus
7443	GO:0046777	IDA	involved_in	protein autophosphorylation
7443	GO:0090166	IDA	involved_in	Golgi disassembly
7443	GO:0120187	IDA	involved_in	positive regulation of protein localization to chromatin
7444	GO:0034599	IMP	involved_in	cellular response to oxidative stress
7444	GO:0043408	IMP	involved_in	regulation of MAPK cascade
7444	GO:0046777	IDA	involved_in	protein autophosphorylation
7444	GO:2000659	IMP	involved_in	regulation of interleukin-1-mediated signaling pathway
7448	GO:0007160	IDA	involved_in	cell-matrix adhesion
7448	GO:0007160	IGI	involved_in	cell-matrix adhesion
7448	GO:0010951	IDA	involved_in	negative regulation of endopeptidase activity
7448	GO:0014911	IDA	involved_in	positive regulation of smooth muscle cell migration
7448	GO:0016477	IGI	involved_in	cell migration
7448	GO:0030155	IDA	involved_in	regulation of cell adhesion
7448	GO:0032092	IDA	involved_in	positive regulation of protein binding
7448	GO:0033627	IDA	involved_in	cell adhesion mediated by integrin
7448	GO:0035987	IDA	involved_in	endodermal cell differentiation
7448	GO:0048260	IDA	involved_in	positive regulation of receptor-mediated endocytosis
7448	GO:0050731	IDA	involved_in	positive regulation of peptidyl-tyrosine phosphorylation
7448	GO:0061302	IDA	involved_in	smooth muscle cell-matrix adhesion
7450	GO:0007155	IDA	involved_in	cell adhesion
7450	GO:0007596	IMP	involved_in	blood coagulation
7450	GO:0007599	IMP	involved_in	hemostasis
7450	GO:0030168	IDA	involved_in	platelet activation
7450	GO:0031589	IDA	involved_in	cell-substrate adhesion
7450	GO:1902533	IDA	involved_in	positive regulation of intracellular signal transduction
7453	GO:0001933	IDA	involved_in	negative regulation of protein phosphorylation
7453	GO:0006469	IDA	involved_in	negative regulation of protein kinase activity
7453	GO:0010628	IDA	involved_in	positive regulation of gene expression
7453	GO:0010835	IDA	involved_in	regulation of protein ADP-ribosylation
7453	GO:0031334	IMP	involved_in	positive regulation of protein-containing complex assembly
7453	GO:0045765	IDA	involved_in	regulation of angiogenesis
7454	GO:0002625	IMP	involved_in	regulation of T cell antigen processing and presentation
7454	GO:0006955	IMP	involved_in	immune response
7454	GO:0007266	IMP	NOT involved_in	Rho protein signal transduction
7454	GO:0008064	IMP	involved_in	regulation of actin polymerization or depolymerization
7454	GO:0010591	IGI	involved_in	regulation of lamellipodium assembly
7454	GO:0030041	IDA	involved_in	actin filament polymerization
7454	GO:0032488	IMP	involved_in	Cdc42 protein signal transduction
7454	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
7454	GO:0051492	IGI	involved_in	regulation of stress fiber assembly
7454	GO:0051497	IMP	involved_in	negative regulation of stress fiber assembly
7454	GO:1905168	IDA	involved_in	positive regulation of double-strand break repair via homologous recombination
7454	GO:2000146	IMP	involved_in	negative regulation of cell motility
7454	GO:2001032	IDA	NOT involved_in	regulation of double-strand break repair via nonhomologous end joining
7462	GO:0019722	IGI	involved_in	calcium-mediated signaling
7462	GO:0035556	IGI	involved_in	intracellular signal transduction
7462	GO:0042113	IDA	involved_in	B cell activation
7462	GO:0050853	IDA	involved_in	B cell receptor signaling pathway
7466	GO:0000122	IDA	involved_in	negative regulation of transcription by RNA polymerase II
7466	GO:0001822	IMP	involved_in	kidney development
7466	GO:0003091	IMP	involved_in	renal water homeostasis
7466	GO:0007601	IMP	involved_in	visual perception
7466	GO:0007605	IMP	involved_in	sensory perception of sound
7466	GO:0030433	IDA	involved_in	ubiquitin-dependent ERAD pathway
7466	GO:0031398	IDA	involved_in	positive regulation of protein ubiquitination
7466	GO:0032469	IDA	involved_in	endoplasmic reticulum calcium ion homeostasis
7466	GO:0034976	IDA	involved_in	response to endoplasmic reticulum stress
7466	GO:0042593	IMP	involved_in	glucose homeostasis
7466	GO:0043066	IMP	involved_in	negative regulation of apoptotic process
7466	GO:0043069	IMP	involved_in	negative regulation of programmed cell death
7466	GO:0043433	IDA	involved_in	negative regulation of DNA-binding transcription factor activity
7466	GO:0043524	IMP	involved_in	negative regulation of neuron apoptotic process
7466	GO:0050821	IDA	involved_in	protein stabilization
7466	GO:0050821	IMP	involved_in	protein stabilization
7466	GO:0050877	IMP	involved_in	nervous system process
7466	GO:0051247	IDA	involved_in	positive regulation of protein metabolic process
7466	GO:0051928	IDA	involved_in	positive regulation of calcium ion transport
7466	GO:0055074	IDA	involved_in	calcium ion homeostasis
7466	GO:1903573	IMP	involved_in	negative regulation of response to endoplasmic reticulum stress
7466	GO:1903892	IDA	involved_in	negative regulation of ATF6-mediated unfolded protein response
7466	GO:2000675	IMP	involved_in	negative regulation of type B pancreatic cell apoptotic process
7471	GO:0008284	IDA	involved_in	positive regulation of cell population proliferation
7471	GO:0008284	IMP	involved_in	positive regulation of cell population proliferation
7471	GO:0009611	IEP	involved_in	response to wounding
7471	GO:0010592	IMP	involved_in	positive regulation of lamellipodium assembly
7471	GO:0010812	IDA	involved_in	negative regulation of cell-substrate adhesion
7471	GO:0022408	IMP	involved_in	negative regulation of cell-cell adhesion
7471	GO:0030514	IMP	involved_in	negative regulation of BMP signaling pathway
7471	GO:0042770	IDA	involved_in	signal transduction in response to DNA damage
7471	GO:0043066	IMP	involved_in	negative regulation of apoptotic process
7471	GO:0043568	IDA	involved_in	positive regulation of insulin-like growth factor receptor signaling pathway
7471	GO:0045747	IDA	involved_in	positive regulation of Notch signaling pathway
7471	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
7471	GO:0045893	IMP	involved_in	positive regulation of transcription, DNA-templated
7471	GO:0048146	IMP	involved_in	positive regulation of fibroblast proliferation
7471	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7471	GO:0060070	IMP	involved_in	canonical Wnt signaling pathway
7471	GO:0060348	IMP	involved_in	bone development
7471	GO:0061184	IDA	involved_in	positive regulation of dermatome development
7472	GO:0007267	IDA	involved_in	cell-cell signaling
7472	GO:0008284	IDA	involved_in	positive regulation of cell population proliferation
7472	GO:0033278	IDA	involved_in	cell proliferation in midbrain
7472	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
7472	GO:0048146	IMP	involved_in	positive regulation of fibroblast proliferation
7472	GO:0051091	IDA	involved_in	positive regulation of DNA-binding transcription factor activity
7472	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7472	GO:0060070	IMP	involved_in	canonical Wnt signaling pathway
7472	GO:0061180	IEP	involved_in	mammary gland epithelium development
7472	GO:0071560	IEP	involved_in	cellular response to transforming growth factor beta stimulus
7472	GO:1904948	IDA	involved_in	midbrain dopaminergic neuron differentiation
7472	GO:1904954	IDA	involved_in	canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation
7473	GO:0000902	IMP	involved_in	cell morphogenesis
7473	GO:0010628	IDA	involved_in	positive regulation of gene expression
7473	GO:0044338	IMP	involved_in	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation
7473	GO:0044339	IMP	involved_in	canonical Wnt signaling pathway involved in osteoblast differentiation
7473	GO:0050767	IMP	involved_in	regulation of neurogenesis
7473	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7473	GO:0060174	IMP	involved_in	limb bud formation
7473	GO:0061180	IEP	involved_in	mammary gland epithelium development
7473	GO:0072089	IMP	involved_in	stem cell proliferation
7473	GO:1904954	IMP	involved_in	canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation
7473	GO:1905474	IDA	involved_in	canonical Wnt signaling pathway involved in stem cell proliferation
7474	GO:0001837	IEP	involved_in	epithelial to mesenchymal transition
7474	GO:0001938	IMP	involved_in	positive regulation of endothelial cell proliferation
7474	GO:0002720	IMP	involved_in	positive regulation of cytokine production involved in immune response
7474	GO:0007223	IMP	involved_in	Wnt signaling pathway, calcium modulating pathway
7474	GO:0008584	IEP	involved_in	male gonad development
7474	GO:0010033	IEP	involved_in	response to organic substance
7474	GO:0010595	IMP	involved_in	positive regulation of endothelial cell migration
7474	GO:0010820	IMP	involved_in	positive regulation of T cell chemotaxis
7474	GO:0016055	IDA	involved_in	Wnt signaling pathway
7474	GO:0030216	IEP	involved_in	keratinocyte differentiation
7474	GO:0032148	IDA	acts_upstream_of	activation of protein kinase B activity
7474	GO:0032722	IMP	involved_in	positive regulation of chemokine production
7474	GO:0032731	IMP	involved_in	positive regulation of interleukin-1 beta production
7474	GO:0032755	IMP	involved_in	positive regulation of interleukin-6 production
7474	GO:0034613	IDA	involved_in	cellular protein localization
7474	GO:0042060	IDA	involved_in	wound healing
7474	GO:0043032	IMP	involved_in	positive regulation of macrophage activation
7474	GO:0043066	IDA	involved_in	negative regulation of apoptotic process
7474	GO:0043507	IDA	acts_upstream_of	positive regulation of JUN kinase activity
7474	GO:0043507	IMP	acts_upstream_of	positive regulation of JUN kinase activity
7474	GO:0045599	IMP	involved_in	negative regulation of fat cell differentiation
7474	GO:0045732	IGI	acts_upstream_of_or_within	positive regulation of protein catabolic process
7474	GO:0045766	IMP	involved_in	positive regulation of angiogenesis
7474	GO:0045778	IMP	involved_in	positive regulation of ossification
7474	GO:0045892	IDA	involved_in	negative regulation of transcription, DNA-templated
7474	GO:0045893	IMP	involved_in	positive regulation of transcription, DNA-templated
7474	GO:0045944	IMP	involved_in	positive regulation of transcription by RNA polymerase II
7474	GO:0048146	IDA	involved_in	positive regulation of fibroblast proliferation
7474	GO:0048706	IMP	involved_in	embryonic skeletal system development
7474	GO:0048806	IMP	involved_in	genitalia development
7474	GO:0050729	IMP	involved_in	positive regulation of inflammatory response
7474	GO:0050807	IDA	involved_in	regulation of synapse organization
7474	GO:0050807	IMP	involved_in	regulation of synapse organization
7474	GO:0051092	IDA	involved_in	positive regulation of NF-kappaB transcription factor activity
7474	GO:0060324	IMP	involved_in	face development
7474	GO:0060340	IDA	involved_in	positive regulation of type I interferon-mediated signaling pathway
7474	GO:0060760	IDA	involved_in	positive regulation of response to cytokine stimulus
7474	GO:0060907	IMP	involved_in	positive regulation of macrophage cytokine production
7474	GO:0062009	IMP	involved_in	secondary palate development
7474	GO:0071222	IEP	involved_in	cellular response to lipopolysaccharide
7474	GO:0071277	IEP	involved_in	cellular response to calcium ion
7474	GO:0071346	IEP	involved_in	cellular response to interferon-gamma
7474	GO:0071425	IDA	involved_in	hematopoietic stem cell proliferation
7474	GO:0071560	IEP	involved_in	cellular response to transforming growth factor beta stimulus
7474	GO:0072201	IDA	involved_in	negative regulation of mesenchymal cell proliferation
7474	GO:0090037	IMP	involved_in	positive regulation of protein kinase C signaling
7474	GO:0090090	IGI	acts_upstream_of_or_within	negative regulation of canonical Wnt signaling pathway
7474	GO:0099175	IDA	involved_in	regulation of postsynapse organization
7474	GO:0099175	IMP	involved_in	regulation of postsynapse organization
7474	GO:0099566	IDA	involved_in	regulation of postsynaptic cytosolic calcium ion concentration
7474	GO:0099566	IMP	involved_in	regulation of postsynaptic cytosolic calcium ion concentration
7474	GO:1900020	IMP	involved_in	positive regulation of protein kinase C activity
7475	GO:0010628	IMP	involved_in	positive regulation of gene expression
7475	GO:0042475	IMP	involved_in	odontogenesis of dentin-containing tooth
7475	GO:0070172	IMP	involved_in	positive regulation of tooth mineralization
7476	GO:0000578	IMP	involved_in	embryonic axis specification
7476	GO:0001502	IDA	involved_in	cartilage condensation
7476	GO:0002062	IDA	involved_in	chondrocyte differentiation
7476	GO:0021846	IDA	involved_in	cell proliferation in forebrain
7476	GO:0032270	IDA	involved_in	positive regulation of cellular protein metabolic process
7476	GO:0035115	IMP	involved_in	embryonic forelimb morphogenesis
7476	GO:0035116	IMP	involved_in	embryonic hindlimb morphogenesis
7476	GO:0035313	IDA	involved_in	wound healing, spreading of epidermal cells
7476	GO:0042733	IMP	involved_in	embryonic digit morphogenesis
7476	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
7476	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
7476	GO:0048864	IDA	involved_in	stem cell development
7476	GO:0050768	IDA	involved_in	negative regulation of neurogenesis
7476	GO:0051965	IDA	involved_in	positive regulation of synapse assembly
7476	GO:0060054	IDA	involved_in	positive regulation of epithelial cell proliferation involved in wound healing
7476	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7476	GO:0060071	IDA	involved_in	Wnt signaling pathway, planar cell polarity pathway
7476	GO:0060997	IDA	involved_in	dendritic spine morphogenesis
7476	GO:0062009	IMP	involved_in	secondary palate development
7476	GO:0071560	IEP	involved_in	cellular response to transforming growth factor beta stimulus
7476	GO:1904891	IDA	involved_in	positive regulation of excitatory synapse assembly
7476	GO:1905606	EXP	involved_in	regulation of presynapse assembly
7476	GO:1905606	IDA	involved_in	regulation of presynapse assembly
7476	GO:1905606	IMP	involved_in	regulation of presynapse assembly
7476	GO:2000463	IDA	involved_in	positive regulation of excitatory postsynaptic potential
7477	GO:0021871	IEP	involved_in	forebrain regionalization
7477	GO:0030182	IEP	involved_in	neuron differentiation
7477	GO:0048144	IEP	involved_in	fibroblast proliferation
7477	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7477	GO:0061180	IEP	involved_in	mammary gland epithelium development
7477	GO:0071300	IEP	involved_in	cellular response to retinoic acid
7477	GO:0072089	IEP	involved_in	stem cell proliferation
7478	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7478	GO:0061317	IEP	involved_in	canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
7478	GO:0062009	IMP	involved_in	secondary palate development
7479	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7480	GO:0002062	IEP	involved_in	chondrocyte differentiation
7480	GO:0043065	IMP	involved_in	positive regulation of apoptotic process
7480	GO:0045599	IDA	involved_in	negative regulation of fat cell differentiation
7480	GO:0050821	IDA	involved_in	protein stabilization
7480	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7480	GO:0071425	IDA	involved_in	hematopoietic stem cell proliferation
7481	GO:0006468	IMP	involved_in	protein phosphorylation
7481	GO:0010628	IMP	involved_in	positive regulation of gene expression
7481	GO:0030308	IMP	involved_in	negative regulation of cell growth
7481	GO:0030325	IEP	involved_in	adrenal gland development
7481	GO:0030335	IMP	involved_in	positive regulation of cell migration
7481	GO:0030336	IMP	involved_in	negative regulation of cell migration
7481	GO:0034394	IMP	involved_in	protein localization to cell surface
7481	GO:0043066	IMP	involved_in	negative regulation of apoptotic process
7481	GO:0043547	IMP	involved_in	positive regulation of GTPase activity
7481	GO:0045892	IMP	involved_in	negative regulation of transcription, DNA-templated
7481	GO:0045893	IMP	involved_in	positive regulation of transcription, DNA-templated
7481	GO:0048706	IEP	involved_in	embryonic skeletal system development
7481	GO:0051496	IMP	involved_in	positive regulation of stress fiber assembly
7481	GO:0060197	IEP	involved_in	cloacal septation
7481	GO:0060484	IEP	involved_in	lung-associated mesenchyme development
7481	GO:0060548	IMP	involved_in	negative regulation of cell death
7481	GO:0060675	IEP	involved_in	ureteric bud morphogenesis
7481	GO:0061101	IMP	involved_in	neuroendocrine cell differentiation
7481	GO:0062009	IMP	involved_in	secondary palate development
7481	GO:0072177	IEP	involved_in	mesonephric duct development
7481	GO:0090037	IMP	involved_in	positive regulation of protein kinase C signaling
7481	GO:0090090	IMP	involved_in	negative regulation of canonical Wnt signaling pathway
7482	GO:0002062	IEP	involved_in	chondrocyte differentiation
7482	GO:0008584	IEP	involved_in	male gonad development
7482	GO:0021871	IEP	involved_in	forebrain regionalization
7482	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7482	GO:0060070	IMP	involved_in	canonical Wnt signaling pathway
7482	GO:0071425	IDA	involved_in	hematopoietic stem cell proliferation
7483	GO:0008285	IMP	involved_in	negative regulation of cell population proliferation
7483	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7484	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
7484	GO:1902455	IMP	involved_in	negative regulation of stem cell population maintenance
7484	GO:1904948	IMP	involved_in	midbrain dopaminergic neuron differentiation
7484	GO:1905438	IDA	involved_in	non-canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation
7485	GO:0045048	IDA	involved_in	protein insertion into ER membrane
7485	GO:0045048	IMP	involved_in	protein insertion into ER membrane
7485	GO:0050821	IDA	involved_in	protein stabilization
7485	GO:0071816	IDA	involved_in	tail-anchored membrane protein insertion into ER membrane
7485	GO:0071816	IMP	involved_in	tail-anchored membrane protein insertion into ER membrane
7486	GO:0000723	IMP	involved_in	telomere maintenance
7486	GO:0000731	IDA	involved_in	DNA synthesis involved in DNA repair
7486	GO:0006259	IDA	involved_in	DNA metabolic process
7486	GO:0006260	IMP	involved_in	DNA replication
7486	GO:0006284	IDA	involved_in	base-excision repair
7486	GO:0006302	IMP	involved_in	double-strand break repair
7486	GO:0006974	IDA	involved_in	cellular response to DNA damage stimulus
7486	GO:0006979	IDA	involved_in	response to oxidative stress
7486	GO:0009267	IDA	acts_upstream_of_or_within	cellular response to starvation
7486	GO:0010225	IDA	involved_in	response to UV-C
7486	GO:0031297	IDA	involved_in	replication fork processing
7486	GO:0031297	IMP	involved_in	replication fork processing
7486	GO:0032508	IDA	involved_in	DNA duplex unwinding
7486	GO:0042981	IGI	acts_upstream_of_or_within	regulation of apoptotic process
7486	GO:0044806	IDA	involved_in	G-quadruplex DNA unwinding
7486	GO:0051345	IDA	involved_in	positive regulation of hydrolase activity
7486	GO:0061820	IDA	involved_in	telomeric D-loop disassembly
7486	GO:0061820	IGI	involved_in	telomeric D-loop disassembly
7486	GO:0071480	IDA	involved_in	cellular response to gamma radiation
7486	GO:0090398	IMP	involved_in	cellular senescence
7486	GO:0098530	IDA	involved_in	positive regulation of strand invasion
7486	GO:1902570	IDA	acts_upstream_of_or_within	protein localization to nucleolus
7490	GO:0000122	IDA	acts_upstream_of_or_within	negative regulation of transcription by RNA polymerase II
7490	GO:0000122	IMP	acts_upstream_of	negative regulation of transcription by RNA polymerase II
7490	GO:0001658	IGI	involved_in	branching involved in ureteric bud morphogenesis
7490	GO:0001822	IGI	involved_in	kidney development
7490	GO:0007507	IGI	involved_in	heart development
7490	GO:0007530	IDA	involved_in	sex determination
7490	GO:0008285	IDA	involved_in	negative regulation of cell population proliferation
7490	GO:0008584	IEP	involved_in	male gonad development
7490	GO:0010628	IMP	involved_in	positive regulation of gene expression
7490	GO:0030308	IDA	involved_in	negative regulation of cell growth
7490	GO:0030325	IGI	involved_in	adrenal gland development
7490	GO:0032835	IGI	involved_in	glomerulus development
7490	GO:0032836	IMP	involved_in	glomerular basement membrane development
7490	GO:0043066	IGI	involved_in	negative regulation of apoptotic process
7490	GO:0045892	IDA	involved_in	negative regulation of transcription, DNA-templated
7490	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
7490	GO:0045893	IGI	involved_in	positive regulation of transcription, DNA-templated
7490	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
7490	GO:0061032	IGI	involved_in	visceral serous pericardium development
7490	GO:0071320	IEP	involved_in	cellular response to cAMP
7490	GO:0071371	IDA	involved_in	cellular response to gonadotropin stimulus
7490	GO:0072207	IEP	involved_in	metanephric epithelium development
7490	GO:0072284	IGI	involved_in	metanephric S-shaped body morphogenesis
7490	GO:1902895	IMP	involved_in	positive regulation of miRNA transcription
7490	GO:1905643	IMP	acts_upstream_of	positive regulation of DNA methylation
7494	GO:0002639	IDA	involved_in	positive regulation of immunoglobulin production
7494	GO:0008284	IDA	involved_in	positive regulation of cell population proliferation
7494	GO:0008284	IGI	involved_in	positive regulation of cell population proliferation
7494	GO:0030335	IDA	involved_in	positive regulation of cell migration
7494	GO:0035470	IDA	involved_in	positive regulation of vascular wound healing
7494	GO:0045348	IMP	involved_in	positive regulation of MHC class II biosynthetic process
7494	GO:0045579	IDA	involved_in	positive regulation of B cell differentiation
7494	GO:0045582	IDA	involved_in	positive regulation of T cell differentiation
7494	GO:0045766	IMP	involved_in	positive regulation of angiogenesis
7494	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
7494	GO:0045944	IMP	involved_in	positive regulation of transcription by RNA polymerase II
7494	GO:0071222	IDA	involved_in	cellular response to lipopolysaccharide
7494	GO:1900100	IDA	involved_in	positive regulation of plasma cell differentiation
7494	GO:1900103	IMP	involved_in	positive regulation of endoplasmic reticulum unfolded protein response
7494	GO:1902236	IDA	involved_in	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
7498	GO:0000255	IDA	involved_in	allantoin metabolic process
7498	GO:0001933	IDA	involved_in	negative regulation of protein phosphorylation
7498	GO:0001937	IDA	involved_in	negative regulation of endothelial cell proliferation
7498	GO:0006148	IDA	involved_in	inosine catabolic process
7498	GO:0006149	IDA	involved_in	deoxyinosine catabolic process
7498	GO:0006154	IDA	involved_in	adenosine catabolic process
7498	GO:0006196	IDA	involved_in	AMP catabolic process
7498	GO:0006204	IDA	involved_in	IMP catabolic process
7498	GO:0006919	IDA	involved_in	activation of cysteine-type endopeptidase activity involved in apoptotic process
7498	GO:0009114	IDA	involved_in	hypoxanthine catabolic process
7498	GO:0009115	IDA	involved_in	xanthine catabolic process
7498	GO:0010629	IDA	involved_in	negative regulation of gene expression
7498	GO:0045602	IDA	involved_in	negative regulation of endothelial cell differentiation
7498	GO:0051898	IDA	involved_in	negative regulation of protein kinase B signaling
7498	GO:1900745	IDA	involved_in	positive regulation of p38MAPK cascade
7498	GO:1900747	IDA	involved_in	negative regulation of vascular endothelial growth factor signaling pathway
7498	GO:2000379	IDA	involved_in	positive regulation of reactive oxygen species metabolic process
7498	GO:2001213	IDA	involved_in	negative regulation of vasculogenesis
7507	GO:0006281	IDA	involved_in	DNA repair
7507	GO:0006281	IMP	involved_in	DNA repair
7507	GO:0009650	IDA	involved_in	UV protection
7507	GO:0009650	IMP	involved_in	UV protection
7507	GO:0033683	IMP	involved_in	nucleotide-excision repair, DNA incision
7507	GO:0034504	IMP	involved_in	protein localization to nucleus
7508	GO:0006289	IDA	involved_in	nucleotide-excision repair
7508	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
7508	GO:0070914	IDA	involved_in	UV-damage excision repair
7508	GO:1901990	IMP	involved_in	regulation of mitotic cell cycle phase transition
7511	GO:0006508	IDA	involved_in	proteolysis
7511	GO:0010815	IDA	involved_in	bradykinin catabolic process
7514	GO:0000054	IMP	involved_in	ribosomal subunit export from nucleus
7514	GO:0000055	IMP	involved_in	ribosomal large subunit export from nucleus
7514	GO:0000056	IMP	involved_in	ribosomal small subunit export from nucleus
7514	GO:0006611	IDA	involved_in	protein export from nucleus
7514	GO:0006611	IMP	acts_upstream_of_or_within	protein export from nucleus
7514	GO:0006611	IMP	involved_in	protein export from nucleus
7514	GO:0006611	IPI	involved_in	protein export from nucleus
7514	GO:0006913	IMP	involved_in	nucleocytoplasmic transport
7514	GO:0032434	IDA	involved_in	regulation of proteasomal ubiquitin-dependent protein catabolic process
7514	GO:0042254	IMP	involved_in	ribosome biogenesis
7515	GO:0010836	IMP	involved_in	negative regulation of protein ADP-ribosylation
7515	GO:0033194	IDA	involved_in	response to hydroperoxide
7515	GO:0050882	IMP	involved_in	voluntary musculoskeletal movement
7515	GO:1903518	IGI	involved_in	positive regulation of single strand break repair
7515	GO:1903518	IMP	involved_in	positive regulation of single strand break repair
7515	GO:1904877	IMP	involved_in	positive regulation of DNA ligase activity
7515	GO:1990414	IMP	involved_in	replication-born double-strand break repair via sister chromatid exchange
7516	GO:0000278	IMP	involved_in	mitotic cell cycle
7516	GO:0000724	IMP	involved_in	double-strand break repair via homologous recombination
7516	GO:0006281	IGI	involved_in	DNA repair
7516	GO:0007098	IMP	involved_in	centrosome cycle
7516	GO:0042148	IDA	involved_in	strand invasion
7517	GO:0000722	IMP	involved_in	telomere maintenance via recombination
7517	GO:0000724	IMP	involved_in	double-strand break repair via homologous recombination
7517	GO:0006281	IGI	involved_in	DNA repair
7517	GO:0010824	IMP	involved_in	regulation of centrosome duplication
7517	GO:0036297	IMP	involved_in	interstrand cross-link repair
7517	GO:0071140	IMP	involved_in	resolution of mitotic recombination intermediates
7517	GO:0090267	IMP	involved_in	positive regulation of mitotic cell cycle spindle assembly checkpoint
7517	GO:0090656	IMP	involved_in	t-circle formation
7517	GO:0090737	IGI	involved_in	telomere maintenance via telomere trimming
7518	GO:0006302	IDA	involved_in	double-strand break repair
7518	GO:0006303	IDA	involved_in	double-strand break repair via nonhomologous end joining
7518	GO:0006303	IMP	involved_in	double-strand break repair via nonhomologous end joining
7518	GO:0010165	IDA	involved_in	response to X-ray
7518	GO:0051103	IDA	involved_in	DNA ligation involved in DNA repair
7518	GO:0051351	IDA	involved_in	positive regulation of ligase activity
7518	GO:1990166	IDA	involved_in	protein localization to site of double-strand break
7520	GO:0002218	IDA	involved_in	activation of innate immune response
7520	GO:0006302	IMP	involved_in	double-strand break repair
7520	GO:0006303	IDA	involved_in	double-strand break repair via nonhomologous end joining
7520	GO:0006303	IMP	involved_in	double-strand break repair via nonhomologous end joining
7520	GO:0006974	IMP	involved_in	cellular response to DNA damage stimulus
7520	GO:0032212	IMP	involved_in	positive regulation of telomere maintenance via telomerase
7520	GO:0034462	IDA	involved_in	small-subunit processome assembly
7520	GO:0045860	IDA	involved_in	positive regulation of protein kinase activity
7520	GO:0045892	IMP	involved_in	negative regulation of transcription, DNA-templated
7520	GO:0048660	IMP	involved_in	regulation of smooth muscle cell proliferation
7520	GO:0071480	IDA	involved_in	cellular response to gamma radiation
7520	GO:1904430	IMP	involved_in	negative regulation of t-circle formation
7528	GO:0000122	IDA	acts_upstream_of_or_within	negative regulation of transcription by RNA polymerase II
7528	GO:0000122	IDA	involved_in	negative regulation of transcription by RNA polymerase II
7528	GO:0000724	IMP	involved_in	double-strand break repair via homologous recombination
7528	GO:0006275	IMP	involved_in	regulation of DNA replication
7528	GO:0006338	IDA	involved_in	chromatin remodeling
7528	GO:0006974	IMP	involved_in	cellular response to DNA damage stimulus
7528	GO:0010225	IMP	involved_in	response to UV-C
7528	GO:0010629	IMP	involved_in	negative regulation of gene expression
7528	GO:0032688	IDA	involved_in	negative regulation of interferon-beta production
7528	GO:0033044	IMP	involved_in	regulation of chromosome organization
